"Guid","CurrencyIsoCode","SBQQ__FilterField__c","SBQQ__FilterValue__c","SBQQ__Operator__c","SBQQ__Product__c","SBQQ__Required__c","SBQQ__Type__c","SBQQ__ValueAttribute__c","SBQQ__ValueField__c","SBQQ__ValueObject__c"
6c42f449-e3e6-4379-ace5-42da95533527,USD,"#N/A","#N/A","#N/A",ed1c2de8-a656-4999-a615-288702367f96,false,Hide & Remove,"#N/A","#N/A","#N/A"
769c9fc0-ece7-40fa-b2fd-42207a294ada,USD,"#N/A","#N/A","#N/A",02a89180-780a-48ee-90c2-76fd8f37f6b3,false,Show & Add,"#N/A","#N/A","#N/A"
778908ea-748b-4567-8ae1-f54e67a5137a,USD,"#N/A","#N/A","#N/A",1f4da963-19a1-495c-ac43-2a7c723cd87b,false,Show,"#N/A","#N/A","#N/A"
7820ac99-25d0-48eb-9ef6-6e36aee41757,USD,"#N/A","#N/A","#N/A",ae6f8353-10c7-4ade-b234-8b555e8c114e,false,Remove,"#N/A","#N/A","#N/A"
792f1da3-eac0-46bd-bc19-37d97adaaa66,USD,"#N/A","#N/A","#N/A",7aff88bf-3e69-413a-96f2-5b747ed9db76,false,Remove,"#N/A","#N/A","#N/A"
7d49b570-25d8-40b5-8ff4-92a94b69fe9d,USD,"#N/A","#N/A","#N/A",75489686-1f1b-45a4-a290-533cc16a0e12,false,Hide & Remove,"#N/A","#N/A","#N/A"
80c6c39d-35d9-44c2-a898-eedf188bd233,USD,"#N/A","#N/A","#N/A",62932448-67d1-4044-8961-5fce2eae0fbb,true,Show & Add,"#N/A","#N/A","#N/A"
81e33d3c-f76e-4bda-a358-e8e827b58e24,USD,"#N/A","#N/A","#N/A",1edfdb01-0fec-4f54-9004-a1548d155037,false,Show & Add,"#N/A","#N/A","#N/A"
859c8f91-2e00-462a-8509-a2f95e544f26,USD,"#N/A","#N/A","#N/A",d1152b85-e466-4c81-a7e4-ccc0049b7d69,false,Remove,"#N/A","#N/A","#N/A"
884e7317-4257-4ade-a4f5-a1088868b397,USD,"#N/A","#N/A","#N/A",7aff88bf-3e69-413a-96f2-5b747ed9db76,false,Remove,"#N/A","#N/A","#N/A"
93dea996-392f-498b-9aca-44c0d6bafd85,USD,"#N/A","#N/A","#N/A",6ce56460-94eb-45fa-94b5-3aa33275b8c4,false,Show,"#N/A","#N/A","#N/A"
94b85734-c929-428f-b1d7-89f424224671,USD,"#N/A","#N/A","#N/A",dcc93b7e-542a-442f-8eb0-74874865a761,false,Remove,"#N/A","#N/A","#N/A"
95f825ca-9d57-4dee-994a-7f88a2d01980,USD,"#N/A","#N/A","#N/A",11fc2741-a475-4c7e-a5ad-e642d0acfd1a,false,Show & Add,"#N/A","#N/A","#N/A"
9b387edb-e41f-4f97-954f-288d229c186b,USD,"#N/A","#N/A","#N/A",ae6f8353-10c7-4ade-b234-8b555e8c114e,false,Remove,"#N/A","#N/A","#N/A"
a37a6bf1-75fb-4868-aed6-51d09b00e7ba,USD,"#N/A","#N/A","#N/A",e17162c1-47aa-4914-9c79-41307c52b3a6,false,Remove,"#N/A","#N/A","#N/A"
a562795d-7d5e-442d-bc57-30e8b93bb802,USD,"#N/A","#N/A","#N/A",8b3568c4-ba49-4915-a908-fb08809acc13,false,Remove,"#N/A","#N/A","#N/A"
a5e4b4ba-fab0-4a0a-9bd1-12f965a07882,USD,"#N/A","#N/A","#N/A",c9630b22-8c2f-4b25-bb3f-e7de77a1d91d,false,Show,"#N/A","#N/A","#N/A"
a941c8a7-8f4a-47da-8647-7d26a0601833,USD,"#N/A","#N/A","#N/A",ae6f8353-10c7-4ade-b234-8b555e8c114e,false,Show & Add,"#N/A","#N/A","#N/A"
ac38c25a-e45d-44d9-8890-220202574ba4,USD,"#N/A","#N/A","#N/A",6d90f183-63a3-4b5c-84cb-c9de7b63f5fa,false,Show,"#N/A","#N/A","#N/A"
ae5cfac7-c396-4e20-8eaa-a0bacccbfcca,USD,"#N/A","#N/A","#N/A",c9630b22-8c2f-4b25-bb3f-e7de77a1d91d,false,Hide & Remove,"#N/A","#N/A","#N/A"
afa4b0f7-6078-4b65-ac2b-7044eb587182,USD,"#N/A","#N/A","#N/A",ae6f8353-10c7-4ade-b234-8b555e8c114e,false,Show & Add,"#N/A","#N/A","#N/A"
b09dcccf-ff8f-46ae-9b85-d003db861a88,USD,"#N/A","#N/A","#N/A",14c85530-c14c-4a0b-bbe1-e5a8f2fc534f,false,Remove,"#N/A","#N/A","#N/A"
bb8620ae-4921-4b56-b32a-0b09ecf328e0,USD,"#N/A","#N/A","#N/A",18046ac8-91b1-4680-a1e1-f468ab94e46b,false,Add,"#N/A","#N/A","#N/A"
bece4b42-7297-45fd-9cc2-44a206c110b9,USD,"#N/A","#N/A","#N/A",8de24f43-f58a-423c-892f-da0d2e4fab2f,false,Hide & Remove,"#N/A","#N/A","#N/A"
c1e5ca24-01b3-4f45-9e80-c1168036389a,USD,"#N/A","#N/A","#N/A",629312f4-eb08-4d13-96bc-68db51aa3e3a,false,Show & Add,"#N/A","#N/A","#N/A"
c32051e0-e584-4eb5-8ef5-71d040b00985,USD,"#N/A","#N/A","#N/A",3c215587-2a45-4c30-8c9d-ad1c211e519d,false,Show & Add,"#N/A","#N/A","#N/A"
c6b656a0-4d40-4bce-984d-02bd6e0621e1,USD,"#N/A","#N/A","#N/A",d1152b85-e466-4c81-a7e4-ccc0049b7d69,false,Remove,"#N/A","#N/A","#N/A"
c71fab4b-07a2-4fae-9a27-cceee66ca6c8,USD,"#N/A","#N/A","#N/A",3c215587-2a45-4c30-8c9d-ad1c211e519d,false,Add,"#N/A","#N/A","#N/A"
c8f32cbc-befe-4fce-8120-91294c9a2248,USD,"#N/A","#N/A","#N/A",8c7ec11c-572a-4f3f-b378-1bad2f089fb4,false,Show & Add,"#N/A","#N/A","#N/A"
ca6d8e4e-09ed-405e-b297-a8677d91bace,USD,"#N/A","#N/A","#N/A",18046ac8-91b1-4680-a1e1-f468ab94e46b,false,Show & Add,"#N/A","#N/A","#N/A"
cefd07d1-5f26-4fdd-9a3f-cb8466310b07,USD,"#N/A","#N/A","#N/A",3c215587-2a45-4c30-8c9d-ad1c211e519d,false,Remove,"#N/A","#N/A","#N/A"
cf7e242f-0cc2-417a-9dc1-d85df3490cb9,USD,"#N/A","#N/A","#N/A",53951f9a-99af-4345-9453-1845d0b98c75,false,Show,"#N/A","#N/A","#N/A"
d4349f9d-6db4-4f1e-a5c9-b5cdb70c967d,USD,"#N/A","#N/A","#N/A",8de24f43-f58a-423c-892f-da0d2e4fab2f,false,Show,"#N/A","#N/A","#N/A"
d89577a6-dd17-447b-947d-b7674349d02b,USD,"#N/A","#N/A","#N/A",cae82e7b-bc55-4b44-a2cd-58fe9a62c646,false,Show,"#N/A","#N/A","#N/A"
da4aced2-5344-4a1e-ad83-3ba94f89946d,USD,"#N/A","#N/A","#N/A",ae3c9dfc-5737-40f6-b8e2-d9576da2fffb,false,Hide & Remove,"#N/A","#N/A","#N/A"
dcbbf2c2-7394-44c0-aeee-5938357b740d,USD,"#N/A","#N/A","#N/A",18046ac8-91b1-4680-a1e1-f468ab94e46b,false,Remove,"#N/A","#N/A","#N/A"
df8ad629-6dac-45cd-978b-d4848fdf2794,USD,"#N/A","#N/A","#N/A",a474b155-91e3-464e-ac9e-e333a180fc46,false,Show,"#N/A","#N/A","#N/A"
e5df4a5d-2237-4415-8f8f-542ba250cfdb,USD,"#N/A","#N/A","#N/A",b5b0072e-ef57-4c69-9691-71ad80c9b519,false,Show & Add,"#N/A","#N/A","#N/A"
e6e31322-2a48-4ad3-add4-f32f688d2eca,USD,"#N/A","#N/A","#N/A",d1152b85-e466-4c81-a7e4-ccc0049b7d69,false,Remove,"#N/A","#N/A","#N/A"
e8bc1b1f-75e5-431e-91b2-50111a47a4ad,USD,"#N/A","#N/A","#N/A",b2f341c6-f308-42ce-add0-9190cf45d086,false,Remove,"#N/A","#N/A","#N/A"
eb368a01-d65a-4b71-8e8b-aac97ffbc4d3,USD,"#N/A","#N/A","#N/A",b5b0072e-ef57-4c69-9691-71ad80c9b519,false,Remove,"#N/A","#N/A","#N/A"
eb72a9f9-6abe-4e27-9b0c-fa877fbb721b,USD,"#N/A","#N/A","#N/A",8b3568c4-ba49-4915-a908-fb08809acc13,false,Show & Add,"#N/A","#N/A","#N/A"
ed544f1a-406d-4482-b48f-f1e555bed9e3,USD,"#N/A","#N/A","#N/A",530eb599-17e2-4f00-9d99-bc6a778e695c,false,Remove,"#N/A","#N/A","#N/A"
ed803bd8-c3ec-43fc-a25a-ea8e60152318,USD,"#N/A","#N/A","#N/A",6d90f183-63a3-4b5c-84cb-c9de7b63f5fa,false,Hide & Remove,"#N/A","#N/A","#N/A"
f1cf215b-461a-4e6c-a0c3-5e30f837ab75,USD,"#N/A","#N/A","#N/A",ae6f8353-10c7-4ade-b234-8b555e8c114e,false,Remove,"#N/A","#N/A","#N/A"
f1eb3324-cf60-4420-91fc-fa289a730715,USD,"#N/A","#N/A","#N/A",62932448-67d1-4044-8961-5fce2eae0fbb,false,Disable,"#N/A","#N/A","#N/A"
f9b9bc06-5d71-449c-acac-93f4cf07f4af,USD,"#N/A","#N/A","#N/A",14c85530-c14c-4a0b-bbe1-e5a8f2fc534f,false,Remove,"#N/A","#N/A","#N/A"
fdbfb98a-60d9-43db-ae25-84300832055f,USD,"#N/A","#N/A","#N/A",14c85530-c14c-4a0b-bbe1-e5a8f2fc534f,false,Show & Add,"#N/A","#N/A","#N/A"
ffc06f5c-eb40-4fb3-a104-cb91ab1a5d17,USD,"#N/A","#N/A","#N/A",109dd2af-0246-43ce-926c-1d37094cde9b,false,Show,"#N/A","#N/A","#N/A"
